fecha,turno,estacion_id,estacion_nombre,tiempo_planificado_min,tiempo_paradas_min,tiempo_operativo_min,velocidad_ideal_upm,unidades_producidas,unidades_defectuosas,unidades_buenas,dias_desde_mantencion,fecha_ultima_mantencion
2025-01-09,Noche,EST-02,Prensado,480,0,480,8,3174,53,3121,17,2025-01-03
2025-01-10,Mañana,EST-01,Aserrado,480,0,480,12,4960,170,4790,21,2025-01-02
2025-01-10,Tarde,EST-01,Aserrado,480,22,458,12,4628,201,4427,22,2025-01-02
2025-01-10,Noche,EST-01,Aserrado,480,63,417,12,3908,148,3760,23,2025-01-02
2025-01-10,Mañana,EST-02,Prensado,480,0,480,8,3317,118,3199,18,2025-01-03
2025-01-10,Tarde,EST-02,Prensado,480,0,480,8,3272,109,3163,19,2025-01-03
2025-01-10,Noche,EST-02,Prensado,480,121,359,8,2312,80,2232,20,2025-01-03
2025-01-11,Mañana,EST-01,Aserrado,480,58,422,12,4349,167,4182,24,2025-01-02
2025-01-11,Tarde,EST-01,Aserrado,480,0,480,12,4933,157,4776,25,2025-01-02
2025-01-11,Noche,EST-01,Aserrado,480,0,480,12,5035,144,4891,26,2025-01-02
2025-01-11,Mañana,EST-02,Prensado,480,0,480,8,3293,47,3246,0,2025-01-10
2025-01-11,Tarde,EST-02,Prensado,480,118,362,8,2685,49,2636,1,2025-01-10
2025-01-11,Noche,EST-02,Prensado,480,0,480,8,3378,71,3307,2,2025-01-10
2025-01-12,Mañana,EST-01,Aserrado,480,0,480,12,4822,157,4665,27,2025-01-02
2025-01-12,Tarde,EST-01,Aserrado,480,133,347,12,3616,129,3487,28,2025-01-02
2025-01-12,Noche,EST-01,Aserrado,480,0,480,12,4740,116,4624,29,2025-01-02
2025-01-12,Mañana,EST-02,Prensado,480,25,455,8,3580,84,3496,3,2025-01-10
2025-01-12,Tarde,EST-02,Prensado,480,0,480,8,3476,90,3386,4,2025-01-10
2025-01-12,Noche,EST-02,Prensado,480,0,480,8,3363,60,3303,5,2025-01-10
2025-01-13,Mañana,EST-01,Aserrado,480,157,323,12,3247,171,3076,30,2025-01-02
2025-01-13,Tarde,EST-01,Aserrado,480,82,398,12,3872,159,3713,31,2025-01-02
2025-01-13,Noche,EST-01,Aserrado,480,23,457,12,4477,202,4275,32,2025-01-02
2025-01-13,Mañana,EST-02,Prensado,480,0,480,8,3497,116,3381,6,2025-01-10
2025-01-13,Tarde,EST-02,Prensado,480,0,480,8,3349,77,3272,7,2025-01-10
2025-01-13,Noche,EST-02,Prensado,480,0,480,8,3422,70,3352,8,2025-01-10
2025-01-14,Mañana,EST-01,Aserrado,480,17,463,12,4961,103,4858,0,2025-01-13
2025-01-14,Tarde,EST-01,Aserrado,480,0,480,12,4865,71,4794,1,2025-01-13
2025-01-14,Noche,EST-01,Aserrado,480,0,480,12,5119,113,5006,2,2025-01-13
2025-01-14,Mañana,EST-02,Prensado,480,0,480,8,3380,54,3326,9,2025-01-10
2025-01-14,Tarde,EST-02,Prensado,480,71,409,8,2962,65,2897,10,2025-01-10
2025-01-14,Noche,EST-02,Prensado,480,98,382,8,2751,46,2705,11,2025-01-10
2025-01-15,Mañana,EST-01,Aserrado,480,57,423,12,4428,111,4317,3,2025-01-13
2025-01-15,Tarde,EST-01,Aserrado,480,87,393,12,4194,102,4092,4,2025-01-13
2025-01-15,Noche,EST-01,Aserrado,480,0,480,12,5491,193,5298,5,2025-01-13
2025-01-15,Mañana,EST-02,Prensado,480,0,480,8,3461,99,3362,12,2025-01-10
2025-01-15,Tarde,EST-02,Prensado,480,0,480,8,3366,99,3267,13,2025-01-10
2025-01-15,Noche,EST-02,Prensado,480,0,480,8,3584,93,3491,14,2025-01-10
2025-01-16,Mañana,EST-01,Aserrado,480,59,421,12,4831,137,4694,0,2025-01-15
2025-01-16,Tarde,EST-01,Aserrado,480,0,480,12,4987,61,4926,1,2025-01-15
2025-01-16,Noche,EST-01,Aserrado,480,0,480,12,5141,74,5067,2,2025-01-15
2025-01-16,Mañana,EST-02,Prensado,480,0,480,8,3404,90,3314,15,2025-01-10
2025-01-16,Tarde,EST-02,Prensado,480,0,480,8,3290,84,3206,16,2025-01-10
2025-01-16,Noche,EST-02,Prensado,480,69,411,8,2833,122,2711,17,2025-01-10
2025-01-17,Mañana,EST-01,Aserrado,480,35,445,12,4832,179,4653,3,2025-01-15
2025-01-17,Tarde,EST-01,Aserrado,480,133,347,12,3850,80,3770,4,2025-01-15
2025-01-17,Noche,EST-01,Aserrado,480,36,444,12,4627,114,4513,5,2025-01-15
2025-01-17,Mañana,EST-02,Prensado,480,0,480,8,3062,65,2997,18,2025-01-10
2025-01-17,Tarde,EST-02,Prensado,480,80,400,8,2804,83,2721,19,2025-01-10
2025-01-17,Noche,EST-02,Prensado,480,156,324,8,2054,71,1983,20,2025-01-10
2025-01-18,Mañana,EST-01,Aserrado,480,39,441,12,4714,87,4627,6,2025-01-15
2025-01-18,Tarde,EST-01,Aserrado,480,106,374,12,4187,79,4108,7,2025-01-15
2025-01-18,Noche,EST-01,Aserrado,480,0,480,12,5288,143,5145,8,2025-01-15
2025-01-18,Mañana,EST-02,Prensado,480,119,361,8,2806,103,2703,0,2025-01-17
2025-01-18,Tarde,EST-02,Prensado,480,0,480,8,3567,74,3493,1,2025-01-17
2025-01-18,Noche,EST-02,Prensado,480,43,437,8,3221,100,3121,2,2025-01-17
2025-01-19,Mañana,EST-01,Aserrado,480,10,470,12,5123,135,4988,9,2025-01-15
2025-01-19,Tarde,EST-01,Aserrado,480,16,464,12,4814,142,4672,10,2025-01-15
2025-01-19,Noche,EST-01,Aserrado,480,0,480,12,4894,116,4778,11,2025-01-15
2025-01-19,Mañana,EST-02,Prensado,480,33,447,8,3190,105,3085,3,2025-01-17
2025-01-19,Tarde,EST-02,Prensado,480,0,480,8,3652,59,3593,4,2025-01-17
2025-01-19,Noche,EST-02,Prensado,480,0,480,8,3615,33,3582,5,2025-01-17
2025-01-20,Mañana,EST-01,Aserrado,480,0,480,12,4937,120,4817,12,2025-01-15
2025-01-20,Tarde,EST-01,Aserrado,480,101,379,12,3994,148,3846,13,2025-01-15
2025-01-20,Noche,EST-01,Aserrado,480,0,480,12,4994,122,4872,14,2025-01-15
2025-01-20,Mañana,EST-02,Prensado,480,54,426,8,2875,75,2800,6,2025-01-17
2025-01-20,Tarde,EST-02,Prensado,480,87,393,8,2699,84,2615,7,2025-01-17
2025-01-20,Noche,EST-02,Prensado,480,73,407,8,2923,42,2881,8,2025-01-17
2025-01-21,Mañana,EST-01,Aserrado,480,43,437,12,4737,103,4634,15,2025-01-15
2025-01-21,Tarde,EST-01,Aserrado,480,22,458,12,4380,129,4251,16,2025-01-15
2025-01-21,Noche,EST-01,Aserrado,480,0,480,12,5186,130,5056,17,2025-01-15
2025-01-21,Mañana,EST-02,Prensado,480,0,480,8,3412,110,3302,9,2025-01-17
2025-01-21,Tarde,EST-02,Prensado,480,22,458,8,3178,117,3061,10,2025-01-17
2025-01-21,Noche,EST-02,Prensado,480,0,480,8,3295,92,3203,11,2025-01-17
2025-01-22,Mañana,EST-01,Aserrado,480,110,370,12,3768,106,3662,18,2025-01-15
2025-01-22,Tarde,EST-01,Aserrado,480,97,383,12,4028,142,3886,19,2025-01-15
2025-01-22,Noche,EST-01,Aserrado,480,0,480,12,5116,175,4941,20,2025-01-15
2025-01-22,Mañana,EST-02,Prensado,480,0,480,8,3433,38,3395,12,2025-01-17
2025-01-22,Tarde,EST-02,Prensado,480,0,480,8,3249,74,3175,13,2025-01-17
2025-01-22,Noche,EST-02,Prensado,480,0,480,8,3557,98,3459,14,2025-01-17
2025-01-23,Mañana,EST-01,Aserrado,480,175,305,12,3140,91,3049,21,2025-01-15
2025-01-23,Tarde,EST-01,Aserrado,480,0,480,12,5109,147,4962,22,2025-01-15
2025-01-23,Noche,EST-01,Aserrado,480,0,480,12,5028,167,4861,23,2025-01-15
2025-01-23,Mañana,EST-02,Prensado,480,0,480,8,3304,105,3199,15,2025-01-17
2025-01-23,Tarde,EST-02,Prensado,480,0,480,8,3436,98,3338,16,2025-01-17
2025-01-23,Noche,EST-02,Prensado,480,0,480,8,3409,97,3312,17,2025-01-17
2025-01-24,Mañana,EST-01,Aserrado,480,141,339,12,3918,68,3850,0,2025-01-23
2025-01-24,Tarde,EST-01,Aserrado,480,0,480,12,5223,123,5100,1,2025-01-23
2025-01-24,Noche,EST-01,Aserrado,480,0,480,12,5201,52,5149,2,2025-01-23
2025-01-24,Mañana,EST-02,Prensado,480,0,480,8,3381,89,3292,18,2025-01-17
2025-01-24,Tarde,EST-02,Prensado,480,0,480,8,3203,110,3093,19,2025-01-17
2025-01-24,Noche,EST-02,Prensado,480,0,480,8,3364,84,3280,20,2025-01-17
2025-01-25,Mañana,EST-01,Aserrado,480,0,480,12,5061,138,4923,0,2025-01-24
2025-01-25,Tarde,EST-01,Aserrado,480,0,480,12,5533,100,5433,1,2025-01-24
2025-01-25,Noche,EST-01,Aserrado,480,22,458,12,5010,100,4910,2,2025-01-24
2025-01-25,Mañana,EST-02,Prensado,480,53,427,8,3062,136,2926,21,2025-01-17
2025-01-25,Tarde,EST-02,Prensado,480,86,394,8,2702,78,2624,22,2025-01-17
2025-01-25,Noche,EST-02,Prensado,480,33,447,8,3044,107,2937,23,2025-01-17
2025-01-26,Mañana,EST-01,Aserrado,480,0,480,12,5332,140,5192,3,2025-01-24
2025-01-26,Tarde,EST-01,Aserrado,480,21,459,12,5117,77,5040,4,2025-01-24
2025-01-26,Noche,EST-01,Aserrado,480,0,480,12,5013,106,4907,5,2025-01-24
2025-01-26,Mañana,EST-02,Prensado,480,87,393,8,2572,88,2484,24,2025-01-17
2025-01-26,Tarde,EST-02,Prensado,480,78,402,8,2708,84,2624,25,2025-01-17
2025-01-26,Noche,EST-02,Prensado,480,115,365,8,2571,85,2486,26,2025-01-17
2025-01-27,Mañana,EST-01,Aserrado,480,0,480,12,5101,117,4984,6,2025-01-24
2025-01-27,Tarde,EST-01,Aserrado,480,96,384,12,4275,106,4169,7,2025-01-24
2025-01-27,Noche,EST-01,Aserrado,480,0,480,12,4737,80,4657,8,2025-01-24
2025-01-27,Mañana,EST-02,Prensado,480,28,452,8,2940,134,2806,27,2025-01-17
2025-01-27,Tarde,EST-02,Prensado,480,31,449,8,2895,126,2769,28,2025-01-17
2025-01-27,Noche,EST-02,Prensado,480,0,480,8,3046,118,2928,29,2025-01-17
2025-01-28,Mañana,EST-01,Aserrado,480,36,444,12,4855,164,4691,9,2025-01-24
2025-01-28,Tarde,EST-01,Aserrado,480,16,464,12,5282,99,5183,10,2025-01-24
2025-01-28,Noche,EST-01,Aserrado,480,0,480,12,5181,129,5052,11,2025-01-24
2025-01-28,Mañana,EST-02,Prensado,480,26,454,8,3111,101,3010,30,2025-01-17
2025-01-28,Tarde,EST-02,Prensado,480,120,360,8,2278,95,2183,31,2025-01-17
2025-01-28,Noche,EST-02,Prensado,480,143,337,8,2280,75,2205,32,2025-01-17
2025-01-29,Mañana,EST-01,Aserrado,480,0,480,12,4697,124,4573,12,2025-01-24
2025-01-29,Tarde,EST-01,Aserrado,480,0,480,12,5342,175,5167,13,2025-01-24
2025-01-29,Noche,EST-01,Aserrado,480,0,480,12,4986,89,4897,14,2025-01-24
2025-01-29,Mañana,EST-02,Prensado,480,0,480,8,3567,58,3509,0,2025-01-28
2025-01-29,Tarde,EST-02,Prensado,480,19,461,8,3392,83,3309,1,2025-01-28
2025-01-29,Noche,EST-02,Prensado,480,0,480,8,3584,85,3499,2,2025-01-28
2025-01-30,Mañana,EST-01,Aserrado,480,36,444,12,4665,114,4551,15,2025-01-24
2025-01-30,Tarde,EST-01,Aserrado,480,43,437,12,4697,132,4565,16,2025-01-24
2025-01-30,Noche,EST-01,Aserrado,480,0,480,12,5034,132,4902,17,2025-01-24
2025-01-30,Mañana,EST-02,Prensado,480,0,480,8,3422,53,3369,3,2025-01-28
2025-01-30,Tarde,EST-02,Prensado,480,33,447,8,3327,69,3258,4,2025-01-28
2025-01-30,Noche,EST-02,Prensado,480,0,480,8,3339,88,3251,5,2025-01-28
2025-01-31,Mañana,EST-01,Aserrado,480,99,381,12,3755,131,3624,18,2025-01-24
2025-01-31,Tarde,EST-01,Aserrado,480,113,367,12,3839,82,3757,19,2025-01-24
2025-01-31,Noche,EST-01,Aserrado,480,77,403,12,4218,165,4053,20,2025-01-24
2025-01-31,Mañana,EST-02,Prensado,480,0,480,8,3514,71,3443,6,2025-01-28
2025-01-31,Tarde,EST-02,Prensado,480,33,447,8,3203,71,3132,7,2025-01-28
2025-01-31,Noche,EST-02,Prensado,480,10,470,8,3326,71,3255,8,2025-01-28
2025-02-01,Mañana,EST-01,Aserrado,480,35,445,12,5050,91,4959,0,2025-01-31
2025-02-01,Tarde,EST-01,Aserrado,480,0,480,12,5020,123,4897,1,2025-01-31
2025-02-01,Noche,EST-01,Aserrado,480,0,480,12,5295,118,5177,2,2025-01-31
2025-02-01,Mañana,EST-02,Prensado,480,0,480,8,3227,80,3147,9,2025-01-28
2025-02-01,Tarde,EST-02,Prensado,480,93,387,8,2705,73,2632,10,2025-01-28
2025-02-01,Noche,EST-02,Prensado,480,27,453,8,3061,96,2965,11,2025-01-28
2025-02-02,Mañana,EST-01,Aserrado,480,74,406,12,4533,142,4391,3,2025-01-31
2025-02-02,Tarde,EST-01,Aserrado,480,71,409,12,4330,143,4187,4,2025-01-31
2025-02-02,Noche,EST-01,Aserrado,480,0,480,12,5280,155,5125,5,2025-01-31
2025-02-02,Mañana,EST-02,Prensado,480,0,480,8,3480,85,3395,12,2025-01-28
2025-02-02,Tarde,EST-02,Prensado,480,133,347,8,2199,66,2133,13,2025-01-28
2025-02-02,Noche,EST-02,Prensado,480,55,425,8,2970,84,2886,14,2025-01-28
2025-02-03,Mañana,EST-01,Aserrado,480,0,480,12,5283,118,5165,6,2025-01-31
2025-02-03,Tarde,EST-01,Aserrado,480,0,480,12,5486,138,5348,7,2025-01-31
2025-02-03,Noche,EST-01,Aserrado,480,0,480,12,5167,90,5077,8,2025-01-31
2025-02-03,Mañana,EST-02,Prensado,480,0,480,8,3358,54,3304,15,2025-01-28
2025-02-03,Tarde,EST-02,Prensado,480,0,480,8,3544,107,3437,16,2025-01-28
2025-02-03,Noche,EST-02,Prensado,480,0,480,8,3438,74,3364,17,2025-01-28
2025-02-04,Mañana,EST-01,Aserrado,480,59,421,12,4457,84,4373,9,2025-01-31
2025-02-04,Tarde,EST-01,Aserrado,480,0,480,12,5018,158,4860,10,2025-01-31
2025-02-04,Noche,EST-01,Aserrado,480,47,433,12,4920,128,4792,11,2025-01-31
2025-02-04,Mañana,EST-02,Prensado,480,21,459,8,3101,110,2991,18,2025-01-28
2025-02-04,Tarde,EST-02,Prensado,480,0,480,8,3292,90,3202,19,2025-01-28
2025-02-04,Noche,EST-02,Prensado,480,89,391,8,2719,122,2597,20,2025-01-28
2025-02-05,Mañana,EST-01,Aserrado,480,29,451,12,4633,201,4432,12,2025-01-31
2025-02-05,Tarde,EST-01,Aserrado,480,0,480,12,5033,88,4945,13,2025-01-31
2025-02-05,Noche,EST-01,Aserrado,480,73,407,12,4234,85,4149,14,2025-01-31
2025-02-05,Mañana,EST-02,Prensado,480,184,296,8,1947,50,1897,21,2025-01-28
2025-02-05,Tarde,EST-02,Prensado,480,37,443,8,3029,90,2939,22,2025-01-28
2025-02-05,Noche,EST-02,Prensado,480,124,356,8,2234,74,2160,23,2025-01-28
2025-02-06,Mañana,EST-01,Aserrado,480,0,480,12,4894,120,4774,0,2025-02-05
2025-02-06,Tarde,EST-01,Aserrado,480,77,403,12,4489,102,4387,1,2025-02-05
2025-02-06,Noche,EST-01,Aserrado,480,0,480,12,5460,149,5311,2,2025-02-05
2025-02-06,Mañana,EST-02,Prensado,480,61,419,8,3061,55,3006,0,2025-02-05
2025-02-06,Tarde,EST-02,Prensado,480,80,400,8,3168,36,3132,1,2025-02-05
2025-02-06,Noche,EST-02,Prensado,480,23,457,8,3470,110,3360,2,2025-02-05
2025-02-07,Mañana,EST-01,Aserrado,480,36,444,12,4721,104,4617,3,2025-02-05
2025-02-07,Tarde,EST-01,Aserrado,480,107,373,12,4065,85,3980,4,2025-02-05
2025-02-07,Noche,EST-01,Aserrado,480,0,480,12,4954,112,4842,5,2025-02-05
2025-02-07,Mañana,EST-02,Prensado,480,0,480,8,3644,88,3556,3,2025-02-05
2025-02-07,Tarde,EST-02,Prensado,480,0,480,8,3573,80,3493,4,2025-02-05
2025-02-07,Noche,EST-02,Prensado,480,0,480,8,3394,80,3314,5,2025-02-05
2025-02-08,Mañana,EST-01,Aserrado,480,0,480,12,5218,131,5087,6,2025-02-05
2025-02-08,Tarde,EST-01,Aserrado,480,0,480,12,5129,82,5047,7,2025-02-05
2025-02-08,Noche,EST-01,Aserrado,480,24,456,12,4943,115,4828,8,2025-02-05
2025-02-08,Mañana,EST-02,Prensado,480,25,455,8,3225,86,3139,6,2025-02-05
2025-02-08,Tarde,EST-02,Prensado,480,44,436,8,3084,74,3010,7,2025-02-05
2025-02-08,Noche,EST-02,Prensado,480,0,480,8,3558,82,3476,8,2025-02-05
2025-02-09,Mañana,EST-01,Aserrado,480,0,480,12,5042,110,4932,9,2025-02-05
2025-02-09,Tarde,EST-01,Aserrado,480,152,328,12,3391,109,3282,10,2025-02-05
2025-02-09,Noche,EST-01,Aserrado,480,0,480,12,4859,111,4748,11,2025-02-05
2025-02-09,Mañana,EST-02,Prensado,480,0,480,8,3599,97,3502,9,2025-02-05
2025-02-09,Tarde,EST-02,Prensado,480,40,440,8,3080,90,2990,10,2025-02-05
2025-02-09,Noche,EST-02,Prensado,480,0,480,8,3478,118,3360,11,2025-02-05
2025-02-10,Mañana,EST-01,Aserrado,480,0,480,12,5190,76,5114,0,2025-02-09
2025-02-10,Tarde,EST-01,Aserrado,480,0,480,12,5702,104,5598,1,2025-02-09
2025-02-10,Noche,EST-01,Aserrado,480,0,480,12,5031,110,4921,2,2025-02-09
2025-02-10,Mañana,EST-02,Prensado,480,49,431,8,3119,100,3019,12,2025-02-05
2025-02-10,Tarde,EST-02,Prensado,480,78,402,8,2859,71,2788,13,2025-02-05
2025-02-10,Noche,EST-02,Prensado,480,30,450,8,3112,114,2998,14,2025-02-05
2025-02-11,Mañana,EST-01,Aserrado,480,0,480,12,5247,113,5134,3,2025-02-09
2025-02-11,Tarde,EST-01,Aserrado,480,0,480,12,5259,103,5156,4,2025-02-09
2025-02-11,Noche,EST-01,Aserrado,480,0,480,12,5345,152,5193,5,2025-02-09
2025-02-11,Mañana,EST-02,Prensado,480,0,480,8,3431,64,3367,0,2025-02-10
2025-02-11,Tarde,EST-02,Prensado,480,0,480,8,3531,76,3455,1,2025-02-10
2025-02-11,Noche,EST-02,Prensado,480,0,480,8,3611,48,3563,2,2025-02-10
2025-02-12,Mañana,EST-01,Aserrado,480,67,413,12,4374,105,4269,6,2025-02-09
2025-02-12,Tarde,EST-01,Aserrado,480,116,364,12,3743,137,3606,7,2025-02-09
2025-02-12,Noche,EST-01,Aserrado,480,101,379,12,4167,133,4034,8,2025-02-09
2025-02-12,Mañana,EST-02,Prensado,480,101,379,8,2828,86,2742,3,2025-02-10
2025-02-12,Tarde,EST-02,Prensado,480,66,414,8,3017,36,2981,4,2025-02-10
2025-02-12,Noche,EST-02,Prensado,480,0,480,8,3593,66,3527,5,2025-02-10
2025-02-13,Mañana,EST-01,Aserrado,480,81,399,12,4340,63,4277,0,2025-02-12
2025-02-13,Tarde,EST-01,Aserrado,480,16,464,12,4911,101,4810,1,2025-02-12
2025-02-13,Noche,EST-01,Aserrado,480,0,480,12,5360,34,5326,2,2025-02-12
2025-02-13,Mañana,EST-02,Prensado,480,0,480,8,3294,57,3237,6,2025-02-10
2025-02-13,Tarde,EST-02,Prensado,480,0,480,8,3384,62,3322,7,2025-02-10
2025-02-13,Noche,EST-02,Prensado,480,0,480,8,3589,61,3528,8,2025-02-10
2025-02-14,Mañana,EST-01,Aserrado,480,0,480,12,5027,110,4917,3,2025-02-12
2025-02-14,Tarde,EST-01,Aserrado,480,30,450,12,4762,152,4610,4,2025-02-12
2025-02-14,Noche,EST-01,Aserrado,480,0,480,12,5035,136,4899,5,2025-02-12
2025-02-14,Mañana,EST-02,Prensado,480,0,480,8,3397,79,3318,9,2025-02-10
2025-02-14,Tarde,EST-02,Prensado,480,35,445,8,3253,110,3143,10,2025-02-10
2025-02-14,Noche,EST-02,Prensado,480,62,418,8,2987,99,2888,11,2025-02-10
2025-02-15,Mañana,EST-01,Aserrado,480,0,480,12,5059,109,4950,6,2025-02-12
2025-02-15,Tarde,EST-01,Aserrado,480,10,470,12,5162,127,5035,7,2025-02-12
2025-02-15,Noche,EST-01,Aserrado,480,0,480,12,5069,177,4892,8,2025-02-12
2025-02-15,Mañana,EST-02,Prensado,480,57,423,8,2981,60,2921,12,2025-02-10
2025-02-15,Tarde,EST-02,Prensado,480,0,480,8,3381,116,3265,13,2025-02-10
2025-02-15,Noche,EST-02,Prensado,480,64,416,8,2923,67,2856,14,2025-02-10
2025-02-16,Mañana,EST-01,Aserrado,480,108,372,12,4013,88,3925,9,2025-02-12
2025-02-16,Tarde,EST-01,Aserrado,480,25,455,12,4980,112,4868,10,2025-02-12
2025-02-16,Noche,EST-01,Aserrado,480,71,409,12,4240,78,4162,11,2025-02-12
2025-02-16,Mañana,EST-02,Prensado,480,0,480,8,3448,73,3375,15,2025-02-10
2025-02-16,Tarde,EST-02,Prensado,480,88,392,8,2688,50,2638,16,2025-02-10
2025-02-16,Noche,EST-02,Prensado,480,0,480,8,3380,91,3289,17,2025-02-10
2025-02-17,Mañana,EST-01,Aserrado,480,153,327,12,3235,112,3123,12,2025-02-12
2025-02-17,Tarde,EST-01,Aserrado,480,55,425,12,4353,124,4229,13,2025-02-12
2025-02-17,Noche,EST-01,Aserrado,480,48,432,12,4536,111,4425,14,2025-02-12
2025-02-17,Mañana,EST-02,Prensado,480,0,480,8,3336,109,3227,18,2025-02-10
2025-02-17,Tarde,EST-02,Prensado,480,0,480,8,3116,80,3036,19,2025-02-10
2025-02-17,Noche,EST-02,Prensado,480,190,290,8,2022,65,1957,20,2025-02-10
2025-02-18,Mañana,EST-01,Aserrado,480,97,383,12,4257,101,4156,0,2025-02-17
2025-02-18,Tarde,EST-01,Aserrado,480,0,480,12,5315,167,5148,1,2025-02-17
2025-02-18,Noche,EST-01,Aserrado,480,0,480,12,5199,117,5082,2,2025-02-17
